Timestamp,Temperature (°C),Vibration (mm/s),Pressure (Pa),RPM,Maintenance Required,Temp_Change,Vib_Change
04-01-2019 01:00,0.604830225,0.07968895,0.437775756,0.681787859,1,0.313907113,0.327186227
04-01-2019 02:00,0.739260988,0.920598743,0.386591295,0.955303536,1,0.568794885,0.921636203
04-01-2019 03:00,0.039119039,0.045794798,0.18685428,0.875917278,0,0.148711633,0.060591189
04-01-2019 04:00,0.282761233,0.623404143,0.740420962,0.591727819,1,0.623766599,0.789496713
04-01-2019 05:00,0.120135464,0.72920049,0.006885705,0.289526351,1,0.419271096,0.55271349
04-01-2019 06:00,0.296095728,0.026438961,0.830743334,0.594396264,0,0.589698813,0.146932087
04-01-2019 07:00,0.118666483,0.612719102,0.008587242,0.464976651,0,0.411819747,0.793848224
04-01-2019 08:00,0.317940774,0.397249085,0.972144863,0.649766511,0,0.601433958,0.39148333
04-01-2019 09:00,0.414229689,0.628331293,0.667931632,0.739826551,0,0.549596136,0.615589228
04-01-2019 10:00,0.064081102,0.181711119,0.938212276,0.941961308,0,0.324881244,0.275478727
04-01-2019 11:00,0.692465106,0.887868367,0.474021127,0.318879253,0,0.817426886,0.854009533
04-01-2019 12:00,0.566582545,0.769606644,0.876257445,0.743162108,1,0.437765837,0.44026811
04-01-2019 13:00,0.265342116,0.180286927,0.646677086,0.879919947,0,0.349499227,0.203863791
04-01-2019 14:00,0.523225047,0.640380246,0.482116735,0.220813876,1,0.630934693,0.730520332
04-01-2019 15:00,0.093876932,0.335794572,0.880886169,0.328885924,0,0.285016059,0.346759906
04-01-2019 16:00,0.57592847,0.920232359,0.648487658,0.63975984,0,0.74377025,0.792923623
04-01-2019 17:00,0.929311566,0.050963879,0.266885243,0.907271514,0,0.679004824,0.063369208
04-01-2019 18:00,0.318526603,0.471630723,0.047893927,0.354903269,0,0.193689587,0.710733832
04-01-2019 19:00,0.667400998,0.96378741,0.873848559,0.263509006,1,0.676735364,0.746611596
04-01-2019 20:00,0.131737862,0.867638185,0.475317485,0.082054703,1,0.231502256,0.451365448
04-01-2019 21:00,0.716322445,0.125258296,0.885484678,0.352234823,1,0.795380391,0.127049288
04-01-2019 22:00,0.289360987,0.040115706,0.412308372,0.073382255,0,0.286217386,0.456889218
04-01-2019 23:00,0.183136218,0.288393786,0.923732748,0.359573049,1,0.447660612,0.624219117
05-01-2019 00:00,0.586495908,0.870654041,0.57291039,0.336224149,0,0.704160607,0.791830811
05-01-2019 01:00,0.02003699,0.305187983,0.613584352,0.826551034,1,0.216001159,0.215834945
05-01-2019 02:00,0.828945913,0.694676585,0.814279134,0.224816544,1,0.908294337,0.695086775
05-01-2019 03:00,0.004623463,0.434168501,0.186080376,0.40293529,1,0.086205218,0.368880607
05-01-2019 04:00,0.677808139,0.860842904,0.490539151,0.788525684,1,0.839977361,0.713748775
05-01-2019 05:00,0.269961034,0.390466652,0.738357603,0.667778519,1,0.29583862,0.263556545
05-01-2019 06:00,0.735191046,0.087921719,0.618118091,0.347565043,0,0.735303113,0.347784069
05-01-2019 07:00,0.962207022,0.627477965,0.131455224,0.181454303,1,0.615397771,0.770399454
05-01-2019 08:00,0.248704196,0.03726871,0.729727278,0.99533022,1,0.141986418,0.203417369
05-01-2019 09:00,0.576139329,0.217612073,0.716435459,0.920613742,1,0.665943883,0.590125522
05-01-2019 10:00,0.592025427,0.31215186,0.770000075,0.58305537,0,0.509125274,0.547064293
05-01-2019 11:00,0.572233531,0.437679002,0.160409993,0.636424283,0,0.49116671,0.562615551
05-01-2019 12:00,0.223030259,0.590234437,0.778025495,0.87658439,1,0.325357069,0.576179922
05-01-2019 13:00,0.952766596,0.992895866,0.024760374,0.453635757,0,0.868442714,0.701697667
05-01-2019 14:00,0.447095179,0.649233111,0.605094863,0.640426951,0,0.246598626,0.327148752
05-01-2019 15:00,0.846416207,0.134218356,0.719688827,0.883922615,0,0.702127742,0.241154345
05-01-2019 16:00,0.699472924,0.863385476,0.636735422,0.462975317,0,0.427164895,0.865557227
05-01-2019 17:00,0.297392604,0.97003139,0.266003381,0.262841895,0,0.298741339,0.553139852
05-01-2019 18:00,0.813802273,0.154113036,0.764394577,0.386924616,0,0.761064459,0.090143406
05-01-2019 19:00,0.396470757,0.8359119,0.966670909,0.438292195,0,0.29106463,0.841785079
05-01-2019 20:00,0.881114011,0.641835333,0.905161368,0.797198132,0,0.745074794,0.402219808
05-01-2019 21:00,0.58125535,0.099130581,0.696162592,0.204136091,0,0.350194743,0.227257893
05-01-2019 22:00,0.881746235,0.312305584,0.086023174,0.245496998,0,0.652381461,0.60660235
05-01-2019 23:00,0.692524583,0.316414465,0.555737289,0.735156771,0,0.405884023,0.501680801
06-01-2019 00:00,0.725250365,0.423052045,0.172605739,0.735823883,0,0.517601551,0.553135669
06-01-2019 01:00,0.501299304,0.18644401,0.823357216,0.475650434,1,0.388402931,0.380875042
06-01-2019 02:00,0.956101535,0.261896023,0.218230519,0.67311541,0,0.730054276,0.537484937
06-01-2019 03:00,0.643978604,0.914496758,0.615356012,0.930620414,0,0.344021507,0.827131758
06-01-2019 04:00,0.423822649,0.814166486,0.216878076,0.530353569,0,0.390313203,0.449267156
06-01-2019 05:00,0.606378066,0.075403932,0.338382065,0.462308205,1,0.593018491,0.128864677
06-01-2019 06:00,0.019122556,0.335072089,0.547903853,0.478318879,1,0.205533168,0.629935321
06-01-2019 07:00,0.301530861,0.549897045,0.647731592,0.141427618,1,0.643279571,0.607430392
06-01-2019 08:00,0.660163472,0.076426956,0.85458287,0.789859907,1,0.681647174,0.262003877
06-01-2019 09:00,0.290032565,0.686465924,0.96614099,0.390927285,0,0.314823117,0.805771786
06-01-2019 10:00,0.618001379,0.478280122,0.142442738,0.688458973,0,0.666212512,0.395138973
06-01-2019 11:00,0.428736766,0.170847155,0.240386116,0.028685791,0,0.405862399,0.345330969
06-01-2019 12:00,0.135414411,0.630826981,0.370150705,0.911941294,0,0.353484801,0.730463375
06-01-2019 13:00,0.298238059,0.192401561,0.692409943,0.747831888,0,0.58308648,0.279591332
06-01-2019 14:00,0.56994632,0.259464757,0.07382641,0.214809873,0,0.63789369,0.53327494
06-01-2019 15:00,0.590856146,0.150487712,0.199173005,0.647098065,0,0.511653975,0.444927702
06-01-2019 16:00,0.57430707,0.488459278,0.119898351,0.557705137,0,0.492798988,0.669232528
06-01-2019 17:00,0.653190095,0.417014482,0.447693437,0.296864576,0,0.540834859,0.463763569
06-01-2019 18:00,0.652092442,0.668617593,0.395532418,0.584389593,1,0.500576481,0.625887811
06-01-2019 19:00,0.431386751,0.329539227,0.867941102,0.959973316,1,0.390036492,0.329449466
06-01-2019 20:00,0.896558869,0.68120016,0.445512122,0.481654436,1,0.735273972,0.67610265
06-01-2019 21:00,0.367524151,0.312829464,0.661929488,0.064042695,0,0.234838678,0.31474887
06-01-2019 22:00,0.435833661,0.187152299,0.670790263,0.248165444,0,0.535512667,0.436546609
06-01-2019 23:00,0.891935191,0.209399945,0.016207298,0.091394263,1,0.73070828,0.510783889
07-01-2019 00:00,0.806197723,0.541875281,0.746447883,0.426284189,0,0.457972921,0.6664742
07-01-2019 01:00,0.703882649,0.468329611,0.188523248,0.9006004,0,0.449628562,0.462709228
07-01-2019 02:00,0.100163903,0.352705798,0.232618995,0.780520347,1,0.197246377,0.441591966
07-01-2019 03:00,0.919497055,0.625327784,0.019777882,0.242828552,1,0.913541386,0.636436306
07-01-2019 04:00,0.714236344,0.970992303,0.843225178,0.336224149,1,0.397810743,0.6730933
07-01-2019 05:00,0.998868948,0.929482595,0.182656083,0.035356905,1,0.644399175,0.478786738
07-01-2019 06:00,0.149389972,0.023878329,0.688977166,0.577718479,0,0.073542648,0.045133795
07-01-2019 07:00,0.868135645,0.043375297,0.366329398,0.152101401,1,0.862910548,0.509403439
07-01-2019 08:00,0.162435835,0.009149104,0.757934448,0.731154103,1,0.145914077,0.482442029
07-01-2019 09:00,0.615545282,0.50040776,0.734273789,0.728485657,0,0.729202212,0.746160912
07-01-2019 10:00,0.123759228,0.793616781,0.909238908,0.710473649,1,0.253587842,0.646768078
07-01-2019 11:00,0.848015915,0.209439862,0.746172557,0.76784523,0,0.865684525,0.206444746
07-01-2019 12:00,0.807322799,0.389308729,0.724903121,0.735156771,0,0.480646054,0.589887392
07-01-2019 13:00,0.569082066,0.096239701,0.140566259,0.560373582,1,0.381210206,0.352539629
07-01-2019 14:00,0.407149322,0.320502066,0.084883701,0.032688459,0,0.419619931,0.612166633
07-01-2019 15:00,0.069101076,0.901706809,0.1326443,0.158772515,0,0.330971965,0.791301094
07-01-2019 16:00,0.697422228,0.368142994,0.389799124,0.91460974,1,0.817395249,0.231845348
07-01-2019 17:00,0.453513089,0.876241204,0.564650526,0.08072048,0,0.378357007,0.75461198
07-01-2019 18:00,0.722051382,0.993165264,0.454334515,0.256837892,1,0.636298083,0.558298024
07-01-2019 19:00,0.866391748,0.562213537,0.673065071,0.484322882,1,0.573782896,0.283342066
07-01-2019 20:00,0.975541242,0.555862119,0.905223649,0.928619079,0,0.556069525,0.496431214
07-01-2019 21:00,0.855811765,0.136488851,0.419448504,0.745163442,0,0.440863,0.28915281
07-01-2019 22:00,0.011642735,0.515196425,0.573857487,0.228152101,1,0.076215416,0.689676229
07-01-2019 23:00,0.359939628,0.933791589,0.822721782,0.71581054,1,0.676444677,0.709694142
08-01-2019 00:00,0.729987095,0.184704812,0.278497003,0.988659106,0,0.687392856,0.123683381
08-01-2019 01:00,0.171573441,0.330024288,0.625909039,0.802535023,1,0.220050753,0.572548497
08-01-2019 02:00,0.521013391,0.951982581,0.804565274,0.556370914,0,0.677020036,0.811753597
08-01-2019 03:00,0.054270667,0.476604177,0.661316816,0.050700467,0,0.266193434,0.261046174
08-01-2019 04:00,0.199942969,0.308371136,0.538856018,0.789859907,0,0.574453328,0.415189593
08-01-2019 05:00,0.018451088,0.345400963,0.619353859,0.683122081,0,0.409774814,0.518202448
08-01-2019 06:00,0.793700257,0.742918295,0.923554046,0.775850567,0,0.891351656,0.699116059
08-01-2019 07:00,0.223873394,0.680341066,0.339204451,0.949966644,0,0.2143059,0.46821383
08-01-2019 08:00,0.345311862,0.781322088,0.126304812,0.234823215,1,0.562255196,0.55029688
08-01-2019 09:00,0.928096547,0.540899868,0.120454131,0.252835223,0,0.79447441,0.378960862
08-01-2019 10:00,0.704408517,0.561411603,0.563026442,0.409606404,1,0.388535328,0.509912708
08-01-2019 11:00,0.031769482,0.994804829,0.540434154,0.33155437,1,0.16255526,0.717120671
08-01-2019 12:00,0.164637265,0.700275822,0.232490614,0.739826551,1,0.568008156,0.351806927
08-01-2019 13:00,0.621464679,0.255834067,0.059952766,0.657771848,1,0.731073655,0.276571984
08-01-2019 14:00,0.577210684,0.58063806,0.043492886,0.689126084,0,0.478853681,0.662624274
08-01-2019 15:00,0.237842847,0.409711419,0.884301793,0.667778519,1,0.330307748,0.413837788
08-01-2019 16:00,0.934229831,0.518572134,0.122941807,0.3509006,0,0.851656273,0.554251368
08-01-2019 17:00,0.613951523,0.531083482,0.074952902,0.790527018,1,0.339916487,0.505897648
08-01-2019 18:00,0.535610967,0.891263464,0.817614461,0.423615744,0,0.461696167,0.680378004
08-01-2019 19:00,0.58989327,0.70088599,0.758947892,0.0993996,0,0.528452054,0.404076228
08-01-2019 20:00,0.730118575,0.857717868,0.177380345,0.885923949,1,0.571711574,0.57832609
08-01-2019 21:00,0.31190202,0.389966886,0.862741041,0.584389593,1,0.290619144,0.264874058
08-01-2019 22:00,0.39818624,0.225646895,0.278321681,0.941961308,0,0.54456026,0.41715339
08-01-2019 23:00,0.209791124,0.516880489,0.90760344,0.214142762,0,0.406300062,0.645776693
09-01-2019 00:00,0.186138146,0.678114089,0.223247549,0.651100734,1,0.489223229,0.58053513
09-01-2019 01:00,0.944389183,0.953029495,0.419821593,0.711140761,1,0.882795624,0.637587278
09-01-2019 02:00,0.739548231,0.659775546,0.253764957,0.254836558,1,0.398022029,0.352446825
09-01-2019 03:00,0.490432704,0.344869294,0.037553594,0.012008005,1,0.375736364,0.341580439
09-01-2019 04:00,0.227363664,0.256368737,0.835049289,0.330220147,1,0.368712846,0.455203995
09-01-2019 05:00,0.254308064,0.496544086,0.633355147,0.811874583,1,0.514691485,0.620152695
09-01-2019 06:00,0.057962188,0.776236586,0.910237448,0.30820547,1,0.402298037,0.639984701
09-01-2019 07:00,0.434385224,0.077733218,0.662506557,0.006671114,1,0.690602008,0.14906908
09-01-2019 08:00,0.311752892,0.726873024,0.025548654,0.070046698,0,0.439401844,0.825394863
09-01-2019 09:00,0.696336842,0.906944319,0.349569013,0.458972648,0,0.694709814,0.589988982
09-01-2019 10:00,0.377715083,0.383111838,0.217918191,0.070046698,1,0.340750313,0.236729097
09-01-2019 11:00,0.179548195,0.221638735,0.211522132,0.816544363,1,0.401381428,0.418582124
09-01-2019 12:00,0.024608604,0.046113014,0.834794749,0.457638426,0,0.423139944,0.411529702
09-01-2019 13:00,0.067183531,0.087507736,0.044946994,0.204803202,0,0.522559131,0.520393006
09-01-2019 14:00,0.679384524,0.666975699,0.473161843,0.808539026,0,0.809281147,0.790429476
09-01-2019 15:00,0.453667266,0.203568396,0.25489157,0.561707805,1,0.387513913,0.267053969
09-01-2019 16:00,0.536557465,0.554170073,0.991461761,0.092061374,1,0.542851875,0.675571053
09-01-2019 17:00,0.896683578,0.722895294,0.254138806,0.550366911,1,0.68239893,0.584294862
09-01-2019 18:00,0.990360085,0.41359781,0.887554952,0.384256171,1,0.548281177,0.344395245
09-01-2019 19:00,0.216845026,0.055119209,0.283722133,0.382254837,0,0.111779184,0.319713299
09-01-2019 20:00,0.663068412,0.643961539,0.557973257,0.989326217,0,0.725736104,0.79513408
09-01-2019 21:00,0.263274806,0.512715377,0.402997089,0.021347565,0,0.299892359,0.433751762
09-01-2019 22:00,0.020580495,0.755257653,0.870919299,0.676450967,0,0.378968492,0.621340556
09-01-2019 23:00,0.758377869,0.772202634,0.697124805,0.933955971,0,0.872500247,0.508122703
10-01-2019 00:00,0.319974938,0.881193191,0.141594019,0.098732488,0,0.280458305,0.55431653
10-01-2019 01:00,0.383427678,0.404256666,0.494455821,0.624416278,1,0.533068005,0.260264218
10-01-2019 02:00,0.588300257,0.835789775,0.301891265,0.521014009,1,0.604251864,0.716187156
10-01-2019 03:00,0.831054538,0.737553837,0.748304277,0.146097398,1,0.623319667,0.450318214
10-01-2019 04:00,0.62896883,0.792074957,0.420005586,0.207471648,1,0.399408885,0.526980597
10-01-2019 05:00,0.87266067,0.050474767,0.651201153,0.852568379,0,0.623791589,0.127440586
10-01-2019 06:00,0.27349543,0.562428312,0.231123662,0.883255504,0,0.19953839,0.756546812
10-01-2019 07:00,0.798049798,0.811534032,0.433477685,0.864576384,1,0.765164105,0.624634475
10-01-2019 08:00,0.185581032,0.675960846,0.025543655,0.118078719,0,0.192842043,0.43158021
10-01-2019 09:00,0.952809246,0.720926408,0.501809922,0.618412275,1,0.887314298,0.522185062
10-01-2019 10:00,0.687480792,0.584317841,0.778279429,0.735156771,0,0.367575567,0.431060595
10-01-2019 11:00,0.215455588,0.921896566,0.322196198,0.903268846,0,0.263534491,0.669035378
10-01-2019 12:00,0.947387667,0.42615004,0.124635773,0.572381588,0,0.869547943,0.250824264
10-01-2019 13:00,0.730852421,0.238257958,0.006786387,0.325550367,0,0.392135691,0.405323543
10-01-2019 14:00,0.253893185,0.430988849,0.688717234,0.759839893,0,0.26105094,0.596342304
10-01-2019 15:00,0.21325968,0.794305117,0.24351175,0.53569046,1,0.480676059,0.681951975
10-01-2019 16:00,0.518177231,0.334012748,0.083068216,0.872581721,1,0.654609629,0.268617224
10-01-2019 17:00,0.025592687,0.148881439,0.434316291,0.600400267,1,0.253185921,0.406709059
10-01-2019 18:00,0.207417226,0.623019274,0.414121012,0.436957972,0,0.592650603,0.737568687
10-01-2019 19:00,0.424653148,0.321600682,0.451642077,0.304869913,0,0.610474968,0.348349332
10-01-2019 20:00,0.374132885,0.411463392,0.874848398,0.493662442,0,0.475699547,0.544717063
10-01-2019 21:00,0.463546779,0.890787299,0.420903727,0.965310207,1,0.546135585,0.740171361
10-01-2019 22:00,0.277582488,0.193671345,0.951256683,0.904603069,0,0.407523621,0.149765365
10-01-2019 23:00,0.586767345,0.604621759,0.975598222,0.128752502,1,0.656757583,0.705857562
11-01-2019 00:00,0.86386479,0.072169697,0.448613737,0.430286858,1,0.640606343,0.23240329
11-01-2019 01:00,0.117470507,0.252311796,0.207159592,0.849232822,1,0.125430461,0.590024515
11-01-2019 02:00,0.517355547,0.828650107,0.544340435,0.343562375,1,0.702411637,0.788858835
11-01-2019 03:00,0.132008131,0.558960496,0.192079202,0.391594396,1,0.307163868,0.364272782
11-01-2019 04:00,0.716854973,0.201750121,0.552674069,0.674449633,0,0.795512399,0.320349768
11-01-2019 05:00,0.396024677,0.142244954,0.671132657,0.91460974,0,0.339638643,0.469755569
11-01-2019 06:00,0.565402292,0.51048486,0.5154009,0.09006004,1,0.586385428,0.684422943
11-01-2019 07:00,0.183224701,0.087144119,0.249959155,0.468312208,0,0.308759403,0.287161702
11-01-2019 08:00,0.144788992,0.687038709,0.305449796,0.761841227,1,0.481782323,0.800680747
11-01-2019 09:00,0.488029949,0.50294865,0.442561833,0.186791194,0,0.673899765,0.407231619
11-01-2019 10:00,0.355573889,0.858554708,0.018975534,0.206137425,1,0.434457058,0.678082543
11-01-2019 11:00,0.940448366,0.759421077,0.584124649,0.266177452,1,0.795526309,0.449867699
11-01-2019 12:00,0.765325126,0.302252577,0.747586337,0.580386925,0,0.412980478,0.270184963
11-01-2019 13:00,0.748661917,0.429655965,0.010487632,0.981987992,1,0.492741539,0.563557161
11-01-2019 14:00,0.903732691,0.934716721,0.127341588,0.866577718,1,0.579184061,0.753087609
11-01-2019 15:00,0.083357863,0.906025219,0.925578068,0.09006004,1,0.088192258,0.48521966
11-01-2019 16:00,0.552172199,0.98662217,0.28830463,0.747831888,1,0.737107288,0.540066966
11-01-2019 17:00,0.584458849,0.723517551,0.490710084,0.142761841,0,0.517380513,0.367577514
11-01-2019 18:00,0.961954832,0.833961926,0.234242397,0.76317545,0,0.691142076,0.555046141
11-01-2019 19:00,0.29210268,0.485569629,0.553672902,0.183455637,1,0.163958042,0.324775193
11-01-2019 20:00,0.240779083,0.380719214,0.812883693,0.282188125,1,0.475295188,0.446998685
11-01-2019 21:00,0.100230964,0.272193211,0.43973686,0.663108739,0,0.430383909,0.445154061
11-01-2019 22:00,0.016358726,0.310309584,0.632999089,0.030020013,0,0.458911787,0.51874774
11-01-2019 23:00,0.929544707,0.560656011,0.813861152,0.706470981,0,0.960782328,0.625257133
12-01-2019 00:00,0.669907402,0.134069068,0.267665965,0.156104069,0,0.370440214,0.285532568
12-01-2019 01:00,0.785154658,0.548824411,0.24920581,0.938625751,0,0.559138842,0.707767097
12-01-2019 02:00,0.281684275,0.7066633,0.67954291,0.347565043,0,0.24770652,0.578831467
12-01-2019 03:00,0.586393129,0.008302423,0.473412653,0.030687125,1,0.654504582,0.14914059
12-01-2019 04:00,0.063888854,0.708001495,0.095387876,0.404269513,1,0.238125785,0.850768445
12-01-2019 05:00,0.485601035,0.346385905,0.790455444,0.767178119,1,0.713398357,0.318138975
12-01-2019 06:00,0.977515063,0.680966147,0.046253257,0.290193462,1,0.748734548,0.667530565
12-01-2019 07:00,0.876515625,0.684476508,0.389634599,0.745830554,0,0.450290789,0.501380429
12-01-2019 08:00,0.338118454,0.451635307,0.464529437,0.54036024,1,0.230126076,0.382765459
12-01-2019 09:00,0.961588573,0.620072464,0.832706853,0.354236157,0,0.814953476,0.584150294
12-01-2019 10:00,0.231651067,0.569626669,0.9902641,0.161440961,0,0.133714001,0.474302089
12-01-2019 11:00,0.949336083,0.749182633,0.159133165,0.760507005,0,0.862376665,0.589730359
12-01-2019 12:00,0.941394215,0.650036507,0.917465615,0.378252168,1,0.497131437,0.449861429
12-01-2019 13:00,0.799205661,0.084023842,0.732431548,0.63975984,1,0.429558194,0.215560626
12-01-2019 14:00,0.630435062,0.014047407,0.231613062,0.164776518,1,0.416178088,0.464500478
12-01-2019 15:00,0.874298136,0.407171673,0.933158071,0.514342895,1,0.62387778,0.696911363
12-01-2019 16:00,0.29297552,0.099318241,0.175590584,0.524349566,1,0.208519498,0.345119955
12-01-2019 17:00,0.84895133,0.877738769,0.187657296,0.366244163,1,0.780980128,0.890275453
12-01-2019 18:00,0.617862629,0.776292715,0.155501154,0.283522348,1,0.384810191,0.448707191
